Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ,md3 length,md4 length,md3/md4,mc3/mc4,mc2/mc3,pd3 length,pd4 length,pd3/pd4,mt3/mt4,pp2/pp4,md3 prehens,md4 prehens,pd3 prehens,pd4 prehens,mc/mt,md/pd,mt3/pp3,mt1/mt3,Mpp3/ip3,Ppp3/ip3
"Lemelin, P",Strepsirrhini,Euoticus elegantulus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1977-886,,,Male,nm,nm,nm,nm,nm,nm,7.2,10.62,11.04,10.77,9.68,,7.18,nm,9.56,nm,11.76,nm,13,nm,11.19,nm,,5.54,7.39,8.6,6.37,,3.6,2.62,3.18,3.54,2.72,,3.15,3.02,,11.35,11.61,12.1,11.45,10.38,,8.13,nm,9.3,nm,11.23,nm,13.07,nm,10.43,nm,,4.47,6.55,7.01,5.86,,5.03,4.47,3.02,3.28,2.92,,3.72,3.38,,,,,nm,nm,nm,,,,,,33.37,35.91,0.92926761347814,1.02506963788301,0.961956521739131,32.9,34.81,0.945130709566217,1.05676855895197,0.711553175210406,1.73460144927536,2.00557103064067,1.46942148760331,1.75371179039301,0.912396694214876,1.01428571428571,1.07747105966162,0.93801652892562,1.59133964817321,1.71450381679389
"Lemelin, P",Strepsirrhini,Euoticus elegantulus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,BMNH 1977-889,,,,nm,nm,nm,nm,nm,nm,7.8,10.34,11.34,10.57,9.55,,7.79,nm,10.04,nm,12.06,nm,13.33,nm,11.41,nm,,5.88,7.48,7.67,6.59,,3.91,2.95,3.36,3.42,3.56,,,,,11.6,11.6,12.57,12.11,10.78,,7.79,nm,9.59,nm,11.48,nm,12.88,nm,10.54,nm,,4.21,7.61,8.06,6.2,,4.5,4.21,3.32,3.66,3.33,,na,na,,,,,nm,nm,nm,,,,,,34.24,34.99,0.978565304372678,1.07284768211921,0.911816578483245,34.98,36.71,0.952873876327976,1.03798513625103,0.744565217391304,1.72310405643739,1.98675496688742,1.51869530628481,1.72914946325351,0.902147971360382,0.978845054316752,1.09494773519164,0.922832140015911,1.61229946524064,1.50854139290407
"Lemelin, P",Strepsirrhini,Euoticus elegantulus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1983-336,,,,nm,nm,nm,nm,nm,nm,7.8,8.81,10.06,10.17,9.67,,7.42,nm,9.38,nm,11.82,nm,13.08,nm,10.93,nm,,4.87,6.65,7.53,6.33,,3.8,2.46,3.15,3.35,3.07,,3.49,3.17,,11.5,11.05,11.52,11.28,10.53,,7.69,nm,,nm,11.04,nm,12.68,nm,10.4,nm,,na,5.98,7.08,5.66,,3.96,na,2.9,3.34,2.8,,3.82,3.37,,,,,nm,nm,nm,,,,,,31.68,34.13,0.928215646059185,0.989183874139626,0.875745526838966,31.44,34.38,0.914485165794066,1.02127659574468,,1.83598409542744,2.02654867256637,1.47743055555556,1.75177304964539,0.873263888888889,1.00763358778626,1.04347826086957,0.998263888888889,1.77744360902256,1.84615384615385
,,Euoticus elegantulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6472727272727,35.7445454545455,0.941088433077855,1.03605509066856,0.935060331976042,33.265,35.32,0.941844506468401,1.04335055684436,0.735367583954904,1.75203447124558,2.0262616887047,1.48020516458566,1.74513607785833,0.908669054405401,1.00671385939377,1.0701517096894,0.954648944125696,1.65992734017462,1.71088591718659
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 86065,,,,nm,nm,nm,nm,nm,nm,5.26,7.29,8.1,7.88,6.35,,5.13,nm,6.47,nm,8.46,nm,8.62,nm,7.21,nm,,3.87,5.78,6.82,5.33,,2.62,1.99,2.4,2.47,2.08,,2.96,2.55,,9.95,9.92,10.39,9.8,9.11,,6.44,nm,7.14,nm,8.96,nm,10.25,nm,7.58,nm,,3.93,5.81,7.12,5.23,,3.6,4.62,2.71,2.67,2.47,,3.74,3.16,,,,,nm,nm,nm,,,,,,24.74,25.79,0.959286545172548,1.02791878172589,0.9,27.87,29.84,0.933981233243968,1.06020408163265,0.696585365853659,1.75802469135803,1.95939086294416,1.42155919153032,1.77244897959184,0.779595765158807,0.887692859705777,1.15959821428571,0.957651588065448,1.4636678200692,1.5421686746988
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 86502,,,,2.02,1.78,2.29,1.73,2.26,1.78,5.44,7.13,8.64,7.95,6.38,,5.3,1,6.83,1.02,8.44,1.04,8.6,1.01,6.99,1.07,,3.78,5.67,7.14,5.27,,2.1,1.6,2.18,2.68,2.46,,2.68,2.27,,10.16,10.26,10.64,9.96,9.26,,6.38,1.38,7.28,0.97,9.16,0.91,10.5,0.91,7.84,0.9,,3.7,6,7.63,5.49,,3.54,4.56,2.14,2.71,2.19,,4.12,3.28,,,,,3.36,3.11,2.53,,,,,,24.93,26.37,0.945392491467577,1.08679245283019,0.825231481481481,27.94,30.8,0.907142857142857,1.06827309236948,0.693333333333333,1.63310185185185,1.97987421383648,1.42481203007519,1.82028112449799,0.81203007518797,0.89226914817466,1.16157205240175,0.954887218045113,1.48853615520282,1.52666666666667
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 86503,,,,1.96,1.81,2.29,1.75,2.38,1.78,5.14,6.95,8.56,7.82,6.2,,4.77,0.83,6.18,0.8,8.09,0.89,8.39,0.95,7.08,0.86,,3.74,5.85,6.1,4.94,,2.23,1.62,1.92,2.36,1.93,,2.15,2.25,,9.78,9.96,10.48,9.93,9.19,,6.05,1.39,6.86,0.79,8.88,0.74,10.12,0.79,7.81,0.8,,3.65,5.79,7.06,5.1,,3.7,3.88,2.03,2.53,1.96,,3.47,2.94,,,,,3.22,2.87,2.3,,,,,,24.42,24.67,0.989866234292663,1.09462915601023,0.811915887850467,27.18,29.64,0.917004048582996,1.05538771399799,0.677865612648221,1.6285046728972,1.85294117647059,1.39980916030534,1.730110775428,0.816793893129771,0.898454746136865,1.18018018018018,0.933206106870229,1.38290598290598,1.53367875647668
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 86504,,,,2.07,1.48,2.46,1.82,2.5,1.88,5.2,7.05,7.85,7.31,5.85,,4.86,0.89,6.33,0.97,7.97,0.93,8.79,0.98,6.8,0.86,,3.53,5.69,5.86,4.88,,2.28,1.42,2.5,2.47,2,,2.6,2.33,,9.49,9.77,9.93,9.34,9.06,widths on pedal ray 3-4 uncertain,6.13,1.49,6.63,0.94,8.62,0.85,9.78,0.83,7.6,0.88,,3.93,5.74,6.68,5.18,,3.66,3.62,2.52,2.38,2.12,,3.68,3.05,,,,,3.08,2.85,2.51,,,,,,24.01,24.43,0.982808022922636,1.07387140902873,0.898089171974522,26.81,28.18,0.9513839602555,1.06316916488223,0.677914110429448,1.74012738853503,2.00410396716826,1.44612286002014,1.76231263383298,0.790533736153072,0.89556135770235,1.15197215777262,0.955689828801611,1.40070298769772,1.50174216027875
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 86505,,,,nm,nm,nm,nm,nm,nm,5.16,7.27,7.98,7.36,6.03,,4.55,nm,6.29,nm,7.73,nm,8.4,nm,6.44,nm,,3.54,5.57,6.4,4.4,,2.12,1.75,2.47,2.54,1.33,,2.43,2.27,,9.4,9.81,10.06,9.42,8.82,,5.88,nm,6.87,nm,8.73,nm,9.44,nm,7.4,nm,,3.94,6.03,7.11,4.78,,3.63,2.97,1.67,2.26,1.95,,3.6,2.98,,,,,nm,nm,nm,,,,,,23.75,24.7,0.961538461538462,1.08423913043478,0.911027568922306,26.49,28.23,0.93836344314559,1.06794055201699,0.727754237288136,1.66666666666667,2.01086956521739,1.46719681908549,1.75690021231423,0.79324055666004,0.896564741411854,1.15234822451317,0.934393638170974,1.38779174147217,1.44776119402985
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1963-571,,,Male,nm,nm,nm,nm,nm,nm,6.11,7.66,8.27,7.74,6.74,,5.42,nm,6.5,nm,8.27,nm,9.18,nm,7.03,nm,,3.66,5.64,6.93,5.12,,2.26,1.82,2.73,2.83,2.18,,2.77,2.9,,10.87,10.22,10.38,9.95,9.19,,6.82,nm,7.36,nm,9.22,nm,10.46,nm,7.99,nm,,3.9,7.1,7.17,5.3,,3.02,4.35,3.09,3.14,2.42,,4.26,3.3,,,,,nm,nm,nm,,,,,,24.91,26.68,0.933658170914543,1.06847545219638,0.926239419588876,29.79,30.72,0.9697265625,1.04321608040201,0.703632887189293,1.6819830713422,2.08139534883721,1.57225433526012,1.77185929648241,0.796724470134875,0.836186639812018,1.12581344902386,1.04720616570328,1.46631205673759,1.29859154929577
"Lemelin, P",Strepsirrhini,Galago moholi,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1973-19,,,,nm,nm,nm,nm,nm,nm,5.51,7.44,8.43,7.74,6.56,,4.97,nm,6.23,nm,8.31,nm,8.93,nm,6.97,nm,,3.6,5.77,6.45,4.95,,1.84,1.61,2.14,2.14,1.79,,2.39,2.36,,9.94,9.94,10.51,8.92,9.1,,6.62,nm,6.92,nm,8.96,nm,9.99,nm,7.67,nm,,3.64,5.67,6.6,4.88,,3.57,3.62,2.16,2.36,1.66,,3.93,3,,,,,nm,nm,nm,,,,,,24.65,25.26,0.975851148060174,1.08914728682171,0.882562277580071,27.3,27.87,0.979547900968784,1.17825112107623,0.692692692692693,1.67022538552788,1.98708010335917,1.39200761179829,1.85986547085202,0.80209324452902,0.902930402930403,1.17299107142857,0.945765937202664,1.44020797227036,1.58024691358025
,,Galago moholi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4871428571429,25.4142857142857,0.964057296338372,1.0750105241497,0.879295115342532,27.6257142857143,29.3257142857143,0.942450000834242,1.07663454376822,0.69568260563354,1.68266196116841,1.98223646254761,1.44625171543927,1.78196835614278,0.798715962993365,0.887094270839132,1.15778219280084,0.961257211837045,1.43287495947941,1.49012227357525
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 119521,,,,2.12,1.8,2.3,1.74,2.39,1.86,5.51,7.03,7.45,6.91,6.08,,4.82,0.98,5.9,1.11,7.77,0.98,8,1.16,6.51,1.01,,2.99,4.66,6.26,5.05,,2.22,1.88,2.02,2.48,2.07,,2.62,2.4,,9.48,9.42,9.06,9.6,8.5,,5.7,1.32,6.71,0.72,8.54,0.85,9.82,0.87,7.54,0.83,,3.54,5.56,6.88,4.76,,2.53,3.3,2.3,2.48,2.14,,3.77,3.28,,,,,3.04,2.78,2.46,,,,,,21.9,23.65,0.92600422832981,1.0781476121563,0.943624161073826,25.46,28.78,0.884642112578179,0.94375,0.683299389002037,1.66845637583893,2.06367583212735,1.55629139072848,1.73958333333333,0.822295805739514,0.860172820109976,1.06088992974239,1.04635761589404,1.66738197424893,1.53597122302158
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 169426,,additional measures not possible,,nm,nm,nm,nm,nm,nm,5.6,7.19,8.09,7.47,6.3,,4.8,nm,6.59,nm,8.7,nm,8.73,nm,6.53,nm,,3.7,5.18,6.08,4.63,,1.81,2.45,2.4,2.2,1.81,,2.36,2.16,,8.86,9.36,10.01,9.24,8.41,,,nm,6.82,nm,8.29,nm,9.72,nm,7.07,nm,,4.16,5.61,6.89,4.96,,na,1.43,2.12,na,1.92,,3.34,3.08,,,,,nm,nm,nm,,,,,,24.37,24.48,0.995506535947712,1.08299866131191,0.888751545117429,26.03,25.85,1.00696324951644,1.08333333333333,0.701646090534979,1.71569839307787,1.98259705488621,1.38861138861139,1.79761904761905,0.808191808191808,0.93622742988859,1.20747889022919,0.885114885114885,1.67953667953668,1.4777183600713
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,yes,,,y,y,y,y,y,y,y,n,y,y,AMNH 244100,,,,nm,nm,nm,nm,nm,nm,5.86,7.66,8.37,7.72,6.62,,4.93,nm,6.55,nm,8.24,nm,8.86,nm,7.15,nm,,3.03,5.9,6.71,5.15,,na,na,2.84,na,na,,2.91,3.01,,9.98,9.08,9.62,9.17,8.48,,6.06,nm,6.82,nm,8.78,nm,9.6,nm,7.56,nm,,3.8,5.79,6.78,5.06,,na,na,na,2.52,na,,3.74,3.32,,,,,nm,nm,nm,,,,,,25.35,23.29,1.08844997853156,1.08419689119171,0.915173237753883,na,na,na,1.04907306434024,na,1.68936678614098,2.01683937823834,na,na,0.87006237006237,na,1.09567198177677,1.03742203742204,1.39661016949153,na
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,AMNH 35445,,,Male,nm,nm,nm,nm,nm,nm,5.49,7,7.9,7.36,6.33,,4.91,nm,6.11,nm,7.72,nm,8.62,nm,6.51,nm,,4.08,5.48,6.57,4.86,,na,na,na,2.33,na,,2.67,2.5,,9.77,9.72,10.12,9.69,9,,6.17,nm,6.78,nm,8.54,nm,9.46,nm,7.38,nm,,3.58,5.17,6.66,5.17,,na,na,na,na,na,,3.72,3.21,,,,,nm,nm,nm,,,,,,na,na,na,1.07336956521739,0.886075949367089,na,na,na,1.04437564499484,na,na,na,na,na,0.780632411067194,na,1.18501170960187,0.965415019762846,na,na
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1952-7284,,,,nm,nm,nm,nm,nm,nm,5.98,8.21,9.22,8.85,7.27,,5.59,nm,7,nm,9.17,nm,9.66,nm,7.44,nm,,3.32,6.56,7.42,5.55,,2.69,2.01,2.64,3.02,2.33,,3.34,2.89,,10.78,11.2,11.59,11.25,10.36,,7.27,nm,7.85,nm,9.83,nm,10.6,nm,8.54,nm,,4.39,6.41,6.87,5.82,,3.7,4.64,2.68,2.9,2.53,,4.25,3.64,,,,,nm,nm,nm,,,,,,27.59,28.95,0.953022452504318,1.04180790960452,0.890455531453362,30.51,31.62,0.964895635673624,1.03022222222222,0.740566037735849,1.7060737527115,1.92994350282486,1.40120793787748,1.55288888888889,0.795513373597929,0.904293674205179,1.17904374364191,0.930112165660052,1.39786585365854,1.53354134165367
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B747,,,,nm,nm,nm,nm,nm,nm,4.69,6.44,7.22,6.64,5.07,,4.32,nm,5.74,nm,7.56,nm,8.42,nm,6.41,nm,,2.8,5.31,6.01,4.78,,1.73,1.53,2.29,2.27,1.77,,2.15,2.22,,8.55,8.72,8.89,8.41,7.63,,5.24,nm,6.43,nm,8.01,nm,9.2,nm,7.15,nm,,3.54,5,6.65,4.56,,3.18,3.51,2.12,2.16,1.81,,3.51,2.87,,,,,nm,nm,nm,,,,,,22.38,23.34,0.958868894601542,1.08734939759036,0.89196675900277,24.02,26.42,0.909159727479182,1.05707491082045,0.698913043478261,1.78254847645429,2.17319277108434,1.46344206974128,1.884661117717,0.81214848143982,0.931723563696919,1.10986267166042,0.961754780652419,1.42372881355932,1.602
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121213,,,,nm,nm,nm,nm,nm,nm,6.57,8.26,9.52,8.84,7.57,,5.72,nm,7.47,nm,9.55,nm,10.56,nm,8.35,nm,,4.63,6.62,7.58,5.89,,2.73,2.2,2.84,3.1,2.36,,3.15,2.84,,11.82,11.76,12.29,11.6,10.98,,7.17,nm,8.18,nm,9.66,nm,11.63,nm,8.88,nm,,3.99,5.94,7.71,5.45,,3.96,4.76,2.81,3.03,2.49,,4.04,3.76,,,,,nm,nm,nm,,,,,,28.53,30.08,0.948470744680851,1.07692307692308,0.867647058823529,30.7,33.97,0.903738592876067,1.05948275862069,0.70335339638865,1.69852941176471,2.05203619909502,1.2693246541904,1.66724137931034,0.774613506916192,0.929315960912052,1.27225672877847,0.961757526444264,1.44259818731118,1.62626262626263
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 127371,,,Male,nm,nm,nm,nm,nm,nm,5.06,6.67,7.33,6.85,5.47,,4.46,nm,5.66,nm,7.57,nm,8.21,nm,6.36,nm,,3.55,5.08,6.08,4.24,,1.89,1.51,2.15,2.18,1.85,,2.7,2.54,,8.99,8.89,9.12,8.69,8,,5.77,nm,6.54,nm,8.29,nm,8.99,nm,6.85,nm,,3.19,5.12,6.29,4.64,,3.06,4.19,2.24,2.11,2.06,,3.72,3.31,,,,,nm,nm,nm,,,,,,22.13,23.32,0.948970840480274,1.07007299270073,0.909959072305594,24.77,26.08,0.949769938650307,1.04948216340621,0.727474972191324,1.72578444747613,2.08613138686131,1.47039473684211,1.75834292289989,0.803728070175439,0.893419459023012,1.10012062726176,0.985745614035088,1.49015748031496,1.619140625
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 127375,,,Male,nm,nm,nm,nm,nm,nm,5.42,7.45,8.25,7.66,6.34,,4.71,nm,6.51,nm,8.41,nm,9.31,nm,7.02,nm,,3.71,5.81,6.59,4.92,,2.29,1.58,2.26,2.42,2.13,,2.79,2.54,,9.9,9.3,10.09,9.7,9.03,,6.18,nm,7.2,nm,9.26,nm,10.5,nm,7.71,nm,,3.7,5.66,7.02,5.04,,3.65,4.15,2.21,2.51,2.13,,4.03,3.97,,,,,nm,nm,nm,,,,,,24.73,25.98,0.951886066204773,1.07702349869452,0.903030303030303,27.22,29.73,0.915573494786411,1.04020618556701,0.685714285714286,1.72363636363636,2.0757180156658,1.4786917740337,1.80618556701031,0.817641228939544,0.90852314474651,1.08963282937365,0.981169474727453,1.44750430292599,1.63604240282686
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 135741,,,Male,nm,nm,nm,nm,nm,nm,5.91,7.46,7.88,7.85,6.67,,4.92,nm,6.18,nm,9.06,nm,9.16,nm,7.07,nm,,3.89,5.74,6.64,5.06,,1.95,1.56,2.35,2.33,2.03,,2.61,2.38,,9.86,10.05,10.51,9.74,8.91,,6.07,nm,6.97,nm,8.88,nm,10.03,nm,7.82,nm,,3.63,6,7.1,5.35,,3.45,3.38,2.26,2.53,2.18,,3.5,3.12,,,,,nm,nm,nm,,,,,,25.03,25.98,0.963433410315628,1.00382165605096,0.946700507614213,27.65,29.4,0.940476190476191,1.07905544147844,0.694915254237288,1.87817258883249,2.01273885350318,1.41579448144624,1.75872689938398,0.74976213130352,0.905244122965642,1.18355855855856,0.938154138915319,1.57839721254355,1.48
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 58976,,,Male,nm,nm,nm,nm,nm,nm,6.38,8.06,9.22,8.62,7.38,,5.44,nm,7.13,nm,9.07,nm,9.91,nm,7.75,nm,,4.04,6.1,7.06,5.39,,2.33,1.76,2.7,2.57,2.37,,3.48,2.95,,11.08,11.43,11.81,11.36,10.9,,6.9,nm,7.73,nm,9.78,nm,11.07,nm,8.4,nm,,3.72,5.82,7.6,5.38,,3.66,4.38,2.52,2.78,2.29,,4.41,4.18,,,,,nm,nm,nm,,,,,,27.09,28.16,0.962002840909091,1.06960556844548,0.874186550976139,29.93,32.81,0.912221883572082,1.03961267605634,0.698283649503162,1.64533622559653,1.96867749419954,1.32091447925487,1.64348591549296,0.78069432684166,0.905111927831607,1.20756646216769,0.938187976291279,1.48688524590164,1.68041237113402
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 397967,,,Male,2.24,1.63,2.46,1.94,2.37,1.98,5.88,7.27,8.18,7.53,6.75,,5.16,nm,6.59,nm,8.31,nm,9.2,nm,7.43,nm,,3.92,5.87,6.71,5.14,,2.26,1.78,2.17,2.48,1.9,,2.45,2.1,,10.1,9.8,10.31,9.85,9.06,,6.4,nm,6.91,nm,8.8,nm,9.88,nm,7.59,nm,,3.61,5.83,6.95,5.23,,3.44,4.01,2.42,2.54,2.19,,3.47,2.87,,,,,nm,nm,nm,,,,,,24.53,25.92,0.946373456790124,1.0863213811421,0.888753056234719,27.36,29.22,0.936344969199179,1.04670050761421,0.699392712550607,1.73349633251834,2.1128818061089,1.41901066925315,1.70862944162437,0.793404461687682,0.89656432748538,1.17159090909091,0.979631425800194,1.41567291311755,1.50943396226415
"Lemelin, P",Strepsirrhini,Galago senegalensis,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 397968,,,Female,2.29,1.59,2.25,1.88,2.36,1.98,6.14,7.75,8.56,7.99,6.86,,5.18,nm,6.61,nm,8.85,nm,9.57,nm,7.26,nm,,4.08,5.87,6.95,5.05,,2.21,1.71,2.25,2.4,1.98,,2.59,2.44,,10.45,10.54,10.76,10.22,9.51,,6.43,nm,6.95,nm,9.14,nm,10.45,nm,7.89,nm,,3.31,5.55,7.04,4.56,,3.36,4.51,2.21,2.67,1.84,,3.49,3.25,,,,,nm,nm,nm,,,,,,25.53,26.91,0.948717948717949,1.07133917396746,0.905373831775701,27.66,30.38,0.91046741277156,1.05283757338552,0.665071770334928,1.7196261682243,2.06758448060075,1.36524163568773,1.71135029354207,0.795539033457249,0.922993492407809,1.17724288840263,0.971189591078067,1.5076660988075,1.64684684684685
,,Galago senegalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.93,25.8383333333333,0.965975616501136,1.06945979884589,0.900899812656043,27.3918181818182,29.4781818181818,0.930386655234475,1.04424665244919,0.699875509242852,1.72389377685604,2.04516806459963,1.41353865615153,1.72988316425656,0.800325154570763,0.908508174842971,1.15691753309894,0.967847096292149,1.49450041095145,1.57703361446191
"Lemelin, P",Strepsirrhini,Galagoides alleni,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7534,,,,nm,nm,nm,nm,nm,nm,7.21,9.39,10.7,10.08,8.81,,7.24,nm,7.78,nm,11.19,nm,13.01,nm,9.05,nm,,4.44,7.92,9.91,7.03,,3.5,2.05,3.02,3.61,2.92,,3,3.09,,12.5,11.85,12.46,11.75,11.14,,7.9,nm,9.34,nm,12.02,nm,13.62,nm,10.92,nm,,4.9,8.15,10.2,7.39,,5.48,4.97,3.39,3.67,3.16,,4.09,3.58,,,,,nm,nm,nm,,,,,,32.83,36.61,0.896749521988528,1.06150793650794,0.877570093457944,36.02,39.24,0.917940876656473,1.06042553191489,0.68575624082232,1.78598130841122,2.27380952380952,1.61878009630819,2.02723404255319,0.858747993579454,0.911438089950028,1.03660565723794,1.00321027287319,1.41287878787879,1.47484662576687
"Lemelin, P",Strepsirrhini,Galagoides alleni,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7634,,,,nm,nm,nm,nm,nm,nm,7.61,9.14,10.58,10.14,8.67,,7.14,nm,7.51,nm,10.84,nm,12.54,nm,9.25,nm,,4.67,7.38,9.55,6.74,,3.83,2.99,2.63,3.34,3.25,,3.1,3.09,,12.47,12.02,12.22,11.97,11.14,,7.91,nm,8.86,nm,11.57,nm,13.86,nm,10.59,nm,,4.62,7.19,9.88,7,,4.94,4.66,3.18,3.61,3.44,,3.97,3.44,,,,,nm,nm,nm,,,,,,31.43,35.57,0.883609783525443,1.04339250493097,0.863894139886579,34.16,39.32,0.868769074262462,1.02088554720134,0.639249639249639,1.72211720226843,2.17850098619329,1.53518821603928,1.98329156223893,0.865793780687398,0.920081967213115,1.0561797752809,1.02045826513912,1.46883468834688,1.60917941585535
"Lemelin, P",Strepsirrhini,Galagoides alleni,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 119800 (x-ray),,,,nm,nm,nm,nm,nm,nm,7.65,9.06,9.99,9.17,7.95,,6.41,nm,6.86,nm,10.54,nm,11.78,nm,8.99,nm,,3.68,6.46,7.44,5.01,,3.1,1.74,2.12,2.57,2.28,,,,,11.5,10.81,12.01,11.29,10.62,,7.86,nm,7.89,nm,10.55,nm,12.64,nm,9.34,nm,,4.05,6.69,8.97,6.61,,4.6,na,2.63,3.27,2.64,,na,na,,,,,nm,nm,nm,,,,,,29.11,30.96,0.940245478036176,1.08942202835333,0.906906906906907,31.88,36.17,0.881393419961294,1.0637732506643,0.624208860759494,1.7017017017017,2.09596510359869,1.43547044129892,1.9140832595217,0.83180682764363,0.913111668757842,1.13838862559242,0.957535387177352,1.63157894736842,1.57698056801196
"Lemelin, P",Strepsirrhini,Galagoides alleni,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,AMNH 119807 (x-ray),,,,nm,nm,nm,nm,nm,nm,7.17,9.24,10.13,9.95,8.44,,6.5,nm,7.66,nm,10.81,nm,12.58,nm,8.74,nm,,3.14,6.62,8.45,5.28,,3.37,1.98,2.52,2.81,1.94,,,,,11.44,11.7,12.57,11.81,10.93,,8.09,nm,8.91,nm,11.45,nm,13.28,nm,9.6,nm,,3.91,6.62,8.47,5.78,,4.81,na,2.69,2.84,2.54,,na,na,,,,,nm,nm,nm,,,,,,30.08,33.79,0.890204202426754,1.01809045226131,0.912142152023692,33.33,36.4,0.915659340659341,1.06435224386113,0.670933734939759,1.72063178677196,2.11356783919598,1.43754972155927,1.84165961049958,0.805887032617343,0.902490249024903,1.09781659388646,0.910103420843278,1.63293051359517,1.72960725075529
